Split 1,Split 2,Cohort Date,First Deposit C,First Deposit S,Deposit APPC,First Deposit 2 Deposit Conversion,24h First Deposit 2 Deposit Conversion,7D First Deposit 2 Deposit Conversion,1D Deposit S,1D Deposit C,3D Deposit S,7D Deposit S,7D Deposit C,14D Deposit S,14D Deposit C,30D Deposit C,28D Deposit S,Marketing Spend,1D CNGR,3D CNGR,7D CNGR,14D CNGR,28D CNGR,Mono Instant Depositor Share,Registration C,Split 3
SAIDteam2_S,Australia,2025-12-12,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-13,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-14,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-15,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-16,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,444.0001605,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-19,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-20,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-21,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-22,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-23,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,36.45744427,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-04,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,442.05393050000004,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-05,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,233.16727252,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-06,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,467.12460964,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-07,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,280.62373144,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-08,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-09,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-10,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,172.98514103000002,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-13,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,195.80015,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-14,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-15,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-16,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-18,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-19,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-20,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-21,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-22,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-23,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-25,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-26,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-11-27,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-07,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.01116362,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-08,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,327.938754,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-10,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,357.01409250000006,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-11,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,113.76395784,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-12,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-14,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-15,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-16,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-18,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-19,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-20,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-21,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Belgium,2025-12-22,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Canada,2025-11-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Canada,2025-11-19,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Canada,2025-11-23,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Canada,2025-11-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Canada,2025-12-09,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,452.16913404,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Canada,2025-12-13,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,134.62073456,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Canada,2025-12-14,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,166.83529460000003,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Canada,2025-12-22,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,215.98139667,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Canada,2025-12-23,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,174.77003309999998,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Canada,2025-12-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,124.78289797999999,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,99.17066952,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-04,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,395.05829844,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-07,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,383.05729306,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-08,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,359.749962,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-09,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-10,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-11,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-12,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-13,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-14,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-15,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-16,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-18,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-19,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-20,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-21,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Switzerland,2025-12-22,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-11-05,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1557.81575131,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-11-22,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,360.4584427600001,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-12-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,727.1513028,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-12-04,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,388.09362969,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-12-05,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,380.55664218,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-12-06,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,294.97633126,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-12-07,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,288.37863184,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-12-10,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,893.5856013500002,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-12-11,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,466.84173744000003,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-12-19,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,535.4760691800001,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-12-20,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,598.8558700799999,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-12-22,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,329.72222751000004,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Czech Republic,2025-12-23,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,286.29416088,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-09-26,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,354.70392425,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-09-29,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-09-30,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-01,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-02,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-06,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,352.15063702,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-07,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-08,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-12,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-14,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-15,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-16,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-18,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-19,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-20,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-21,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-22,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-23,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-25,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-26,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-27,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-28,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-29,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Germany,2025-10-31,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Denmark,2025-12-11,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,301.66148688,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Denmark,2025-12-12,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,456.32306615999994,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Denmark,2025-12-13,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,443.65666020000003,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Denmark,2025-12-14,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,224.61538268,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Denmark,2025-12-15,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Denmark,2025-12-16,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Denmark,2025-12-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Denmark,2025-12-18,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Denmark,2025-12-19,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Denmark,2025-12-20,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Denmark,2025-12-21,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Denmark,2025-12-22,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-07,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-08,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,323.14009338,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-09,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,402.62916044,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-10,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,165.54757765000002,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-11,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-12,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-13,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-14,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-15,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-16,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-17,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-18,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-19,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-20,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-21,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-22,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-23,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-24,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-25,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-11-26,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-12-02,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,241.54216280999998,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-12-04,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,361.48302333,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-12-06,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-12-07,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-12-08,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-12-09,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-12-11,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-12-12,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-12-13,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-12-14,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Spain,2025-12-15,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
