Split 1,Split 2,Cohort Date,First Deposit C,First Deposit S,Deposit APPC,First Deposit 2 Deposit Conversion,24h First Deposit 2 Deposit Conversion,7D First Deposit 2 Deposit Conversion,1D Deposit S,1D Deposit C,3D Deposit S,7D Deposit S,7D Deposit C,14D Deposit S,14D Deposit C,30D Deposit C,28D Deposit S,Marketing Spend,1D CNGR,3D CNGR,7D CNGR,14D CNGR,28D CNGR,Mono Instant Depositor Share,Registration C,Split 3
zm_slot,Spain,2025-10-13,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,2,-3,14,14,14,0.0,2,0
zm_slot,Spain,2025-10-15,1,20,4.0,100.0,0.0,0.0,20,1,20,20,1,60,3,4,80,180.0,16,25,25,59,77,0.0,2,0
zm_slot,Spain,2025-10-16,1,100,9.0,100.0,100.0,100.0,350,7,350,450,9,450,9,9,450,180.0,292,292,389,388,388,0.0,1,2
zm_slot,Spain,2025-10-18,2,40,3.0,50.0,0.0,50.0,40,2,40,100,4,100,4,6,170,360.0,-50,32,84,83,146,0.0,6,0
zm_slot,Spain,2025-10-19,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,19,19,19,19,19,100.0,1,0
zm_slot,Spain,2025-10-20,1,20,3.0,100.0,100.0,100.0,40,2,40,40,2,40,2,3,60,180.0,37,37,37,37,55,100.0,3,0
zm_slot,Spain,2025-10-21,1,20,71.0,100.0,100.0,100.0,260,5,1160,1260,13,2660,28,62,5610,180.0,91,-1315,-1223,-12,938,0.0,2,0
zm_slot,Spain,2025-10-24,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,180.0,36,36,36,36,36,0.0,1,0
zm_slot,Spain,2025-10-26,1,20,5.0,100.0,0.0,0.0,20,1,20,20,1,40,2,2,40,180.0,16,14,14,30,30,0.0,1,2
zm_slot,Spain,2025-10-31,1,20,5.0,100.0,100.0,100.0,60,3,60,85,4,85,4,5,105,180.0,46,44,67,67,91,0.0,1,0
zm_slot,Spain,2025-11-15,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,16,15,3,15,15,0.0,1,2
zm_slot,Spain,2025-11-27,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,18,18,18,18,18,0.0,1,0
zm_slot,France,2025-08-08,2,40,6.5,50.0,50.0,50.0,120,6,170,260,12,280,13,13,280,320.0,19,15,48,66,66,100.0,2,7952
zm_slot,France,2025-08-11,1,20,2.0,100.0,0.0,0.0,20,1,20,20,1,20,1,2,40,160.0,17,17,17,17,34,0.0,1,7952
zm_slot,France,2025-08-12,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,160.0,38,38,38,38,38,0.0,12,7952
zm_slot,France,2025-08-23,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,16,16,16,16,16,100.0,1,7016
zm_slot,France,2025-08-25,1,25,1.0,0.0,0.0,0.0,25,1,25,25,1,25,1,1,25,160.0,20,20,20,20,20,100.0,1,7952
zm_slot,France,2025-08-28,1,30,7.0,100.0,100.0,100.0,130,3,130,130,3,130,3,3,130,160.0,111,110,110,111,111,0.0,1,7952
zm_slot,France,2025-09-01,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,160.0,-66,-66,-63,-59,-59,100.0,1,7060
zm_slot,France,2025-09-06,2,40,1.5,50.0,0.0,50.0,40,2,60,60,3,60,3,3,60,320.0,33,51,48,48,48,50.0,5,0
zm_slot,France,2025-09-07,3,60,6.5,50.0,0.0,50.0,80,4,80,80,4,100,5,6,120,480.0,61,60,61,77,92,0.0,6,0
zm_slot,France,2025-09-08,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,14,8,8,14,14,0.0,3,0
zm_slot,France,2025-09-09,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,-16,-16,18,18,18,100.0,4,0
zm_slot,France,2025-09-13,3,65,1.33,33.33,33.33,33.33,115,4,115,115,4,115,4,4,115,480.0,-39,-63,-58,-58,-58,0.0,5,0
zm_slot,France,2025-09-29,2,75,3.0,50.0,0.0,50.0,125,3,175,225,5,275,6,6,275,320.0,-274,-236,-193,-148,-148,0.0,4,2
zm_slot,France,2025-09-30,1,30,1.0,0.0,0.0,0.0,30,1,30,30,1,30,1,1,30,160.0,15,15,15,15,15,100.0,2,2
zm_slot,France,2025-10-04,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,18,18,18,18,18,100.0,2,7016
zm_slot,France,2025-10-05,1,22,5.0,100.0,100.0,100.0,52,2,72,72,3,72,3,4,102,160.0,41,58,58,58,81,0.0,6,2
zm_slot,France,2025-10-06,1,30,12.0,100.0,0.0,100.0,30,1,30,90,4,190,8,8,190,160.0,28,27,-106,-17,-17,0.0,1,2
zm_slot,France,2025-11-10,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,160.0,17,17,17,17,17,100.0,1,2
zm_slot,Czech Republic,2025-09-06,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,16,16,16,16,16,0.0,2,0
zm_slot,Czech Republic,2025-09-08,1,21,19.0,100.0,100.0,100.0,328,13,328,390,16,462,19,19,462,130.0,290,290,346,398,400,0.0,3,0
zm_slot,Czech Republic,2025-09-15,3,62,44.5,150.0,50.0,50.0,83,4,83,83,4,83,4,7,165,390.0,-80,-75,-75,-64,2,50.0,1,0
zm_slot,Czech Republic,2025-09-19,1,21,2.0,100.0,0.0,100.0,21,1,21,52,2,52,2,2,52,130.0,17,17,44,44,44,0.0,2,0
zm_slot,Czech Republic,2025-10-08,1,21,6.0,100.0,100.0,100.0,62,3,138,138,6,138,6,6,138,130.0,-181,-231,-230,-230,-230,0.0,1,0
zm_slot,Czech Republic,2025-10-17,1,51,1.0,0.0,0.0,0.0,51,1,51,51,1,51,1,1,51,130.0,42,42,43,43,43,0.0,1,0
zm_slot,Czech Republic,2025-10-25,1,21,42.0,100.0,100.0,100.0,156,3,156,156,3,156,3,29,4221,130.0,122,120,120,121,3607,0.0,15,2
zm_slot,Czech Republic,2025-10-26,4,150,17.0,75.0,75.0,75.0,3354,33,3518,3764,47,4067,57,68,4340,520.0,2794,2932,3032,3274,3402,0.0,35,2
zm_slot,Czech Republic,2025-10-27,4,144,33.5,100.0,100.0,100.0,1026,27,1046,1173,34,1362,41,105,3292,520.0,867,878,1010,1162,2824,0.0,18,2
zm_slot,Czech Republic,2025-10-28,2,72,59.5,50.0,50.0,50.0,1638,20,1961,1961,26,2861,40,71,5002,260.0,1397,1669,1660,2031,3877,0.0,11,2
zm_slot,Czech Republic,2025-10-29,2,82,8.0,100.0,100.0,100.0,205,6,205,205,6,205,6,8,247,260.0,165,164,164,164,195,0.0,2,0
zm_slot,Czech Republic,2025-10-31,2,71,4.0,100.0,0.0,0.0,71,2,71,71,2,113,4,4,113,130.0,57,57,56,85,85,0.0,1,2
zm_slot,Czech Republic,2025-11-01,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,15,15,17,17,17,0.0,2,0
zm_slot,Czech Republic,2025-11-07,1,82,12.0,100.0,100.0,100.0,411,5,905,987,12,987,12,12,987,130.0,357,-2,70,70,70,0.0,1,2
zm_slot,Czech Republic,2025-11-13,1,21,4.0,100.0,0.0,0.0,21,1,21,21,1,41,2,4,83,130.0,15,14,14,30,63,0.0,1,0
zm_slot,Czech Republic,2025-11-14,1,21,26.0,100.0,100.0,100.0,538,26,538,538,26,538,26,26,538,130.0,457,457,457,457,457,0.0,1,2
zm_slot,Czech Republic,2025-11-17,2,72,2.0,100.0,0.0,0.0,72,2,72,72,2,122,4,4,122,260.0,54,53,52,90,90,0.0,3,0
zm_slot,Czech Republic,2025-11-18,1,52,1.0,0.0,0.0,0.0,52,1,52,52,1,52,1,1,52,130.0,-70,-70,-5,43,43,0.0,1,0
zm_slot,Czech Republic,2025-11-19,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,130.0,18,18,18,18,18,0.0,2,0
zm_slot,Czech Republic,2025-12-03,2,62,6.5,50.0,50.0,50.0,145,6,145,166,7,166,7,13,289,260.0,102,102,120,120,226,0.0,4,0
zm_slot,Czech Republic,2025-12-04,1,52,1.0,0.0,0.0,0.0,52,1,52,52,1,52,1,1,52,130.0,42,42,42,42,42,0.0,2,0
zm_slot,Czech Republic,2025-12-06,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,130.0,17,17,17,17,17,0.0,1,0
zm_slot,Czech Republic,2025-12-14,1,41,6.0,100.0,100.0,100.0,82,3,82,109,4,192,6,6,192,130.0,62,62,31,151,151,0.0,1,0
zm_slot,Czech Republic,2025-12-15,1,21,2.0,100.0,0.0,100.0,21,1,21,41,2,41,2,2,41,130.0,17,17,36,36,36,100.0,3,0
zm_slot,Czech Republic,2025-12-25,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,130.0,16,16,16,16,16,0.0,2,0
zm_slot,Czech Republic,2025-12-27,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,130.0,18,18,18,18,18,0.0,4,0
zm_slot,Germany,2025-09-06,1,20,3.0,100.0,0.0,0.0,20,1,20,20,1,20,1,1,20,200.0,14,18,18,18,18,0.0,2,0
zm_slot,Germany,2025-09-12,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,400.0,57,57,57,57,57,0.0,2,0
zm_slot,Germany,2025-09-16,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,200.0,16,16,16,16,16,0.0,1,0
zm_slot,Germany,2025-09-25,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,200.0,41,41,62,62,62,0.0,1,0
zm_slot,Germany,2025-09-26,1,30,7.0,100.0,100.0,100.0,130,6,130,130,6,130,6,6,130,200.0,110,109,109,109,109,0.0,1,0
zm_slot,Germany,2025-09-29,2,40,1.0,0.0,0.0,0.0,40,2,40,40,2,40,2,2,40,400.0,32,32,32,32,32,0.0,8,2
zm_slot,Germany,2025-09-30,4,290,9.5,25.0,0.0,25.0,290,4,330,330,6,370,8,22,700,800.0,311,342,343,185,278,0.0,9,2
zm_slot,Germany,2025-10-01,6,120,29.340000000000003,133.34,66.66,100.0,360,12,860,1980,31,3240,44,47,3380,1200.0,-1393,469,1568,2865,2979,0.0,6,0
zm_slot,Germany,2025-10-02,3,100,4.67,66.67,66.67,66.67,370,11,390,430,14,430,14,14,430,600.0,311,327,360,360,360,33.33,4,2
zm_slot,Germany,2025-10-03,4,110,34.25,100.0,100.0,100.0,437,14,1392,3202,67,3992,99,104,4072,800.0,72,-134,1380,2039,2131,0.0,13,0
zm_slot,Germany,2025-10-04,2,70,9.0,200.0,100.0,200.0,90,3,90,130,5,240,9,9,240,400.0,75,75,167,265,265,0.0,12,0
zm_slot,Germany,2025-10-05,3,150,15.0,100.0,100.0,100.0,280,5,280,640,17,990,29,29,990,400.0,222,222,542,387,387,0.0,12,0
zm_slot,Germany,2025-10-06,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,400.0,59,58,58,58,58,0.0,4,2
zm_slot,Germany,2025-10-07,3,100,3.0,0.0,0.0,0.0,100,3,100,100,3,100,3,3,100,600.0,63,63,82,82,82,0.0,1,0
zm_slot,Germany,2025-10-10,2,50,6.0,100.0,100.0,100.0,155,6,155,155,6,155,6,6,155,400.0,96,124,124,124,124,0.0,2,0
zm_slot,Germany,2025-10-11,1,50,1.0,0.0,0.0,0.0,50,1,50,50,1,50,1,1,50,220.0,46,46,46,46,46,0.0,2,2
zm_slot,Germany,2025-10-12,2,50,2.0,50.0,50.0,50.0,90,4,90,90,4,90,4,4,90,440.0,72,70,70,70,69,0.0,5,2
zm_slot,Germany,2025-10-13,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,200.0,17,17,17,17,17,0.0,2,962
zm_slot,Germany,2025-10-14,1,50,2.0,100.0,100.0,100.0,70,2,70,70,2,70,2,2,70,200.0,-57,45,-9,50,50,0.0,1,962
zm_slot,Germany,2025-10-15,3,90,1.0,0.0,0.0,0.0,90,3,90,90,3,90,3,3,90,660.0,60,60,60,60,60,0.0,6,2
zm_slot,Germany,2025-10-16,2,45,1.5,50.0,50.0,50.0,65,3,65,65,3,65,3,3,65,400.0,52,52,45,47,47,0.0,7,0
zm_slot,Germany,2025-10-17,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,220.0,-7,9,16,16,16,0.0,1,2
zm_slot,Germany,2025-10-26,1,20,7.0,100.0,0.0,100.0,40,2,60,60,3,60,3,3,60,220.0,8,44,44,44,47,0.0,1,2
zm_slot,Greece,2025-09-15,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,16,16,16,16,16,0.0,1,0
zm_slot,Greece,2025-10-02,1,20,2.0,100.0,0.0,0.0,20,1,20,20,1,20,1,2,20,130.0,17,16,16,16,16,0.0,1,0
zm_slot,Greece,2025-11-14,1,20,4.0,100.0,100.0,100.0,60,3,80,80,4,80,4,4,80,130.0,48,65,66,66,66,0.0,1,580
zm_slot,Greece,2025-12-24,2,70,1.0,0.0,0.0,0.0,70,2,70,70,2,70,2,2,70,260.0,-8,-8,-8,-8,-8,0.0,3,0
zm_slot,Greece,2025-12-25,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,130.0,16,16,16,16,16,0.0,1,0
zm_slot,Greece,2025-12-26,1,20,2.0,100.0,100.0,100.0,40,2,40,40,2,40,2,2,40,130.0,32,32,32,32,32,0.0,2,0
zm_slot,Hungary,2025-09-06,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,120.0,-42,-67,-8,21,21,0.0,1,0
zm_slot,Hungary,2025-09-13,1,26,8.0,100.0,100.0,100.0,391,7,443,443,8,443,8,8,443,120.0,324,341,372,372,372,0.0,14,720
zm_slot,Hungary,2025-09-14,2,46,1.0,0.0,0.0,0.0,46,2,46,46,2,46,2,2,46,240.0,35,35,35,35,35,100.0,3,720
zm_slot,Hungary,2025-09-18,2,46,14.5,100.0,50.0,100.0,257,11,257,293,12,446,17,26,727,240.0,-1261,-1095,-876,-747,-742,0.0,10,720
zm_slot,Hungary,2025-12-28,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,120.0,17,17,17,17,17,0.0,1,0
zm_slot,Italy,2025-09-06,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,15,14,15,15,15,0.0,1,0
zm_slot,Italy,2025-09-12,1,50,10.0,100.0,100.0,100.0,180,5,220,240,8,270,9,10,290,180.0,148,183,201,229,248,0.0,2,0
zm_slot,Italy,2025-09-14,1,20,10.0,100.0,100.0,100.0,60,3,80,100,5,140,7,9,160,180.0,-181,-164,-148,-194,-178,0.0,2,0
zm_slot,Italy,2025-09-15,2,40,3.5,50.0,0.0,0.0,40,2,40,40,2,40,2,3,40,360.0,24,24,24,24,-12,50.0,8,0
zm_slot,Italy,2025-09-16,1,20,5.0,100.0,0.0,100.0,20,1,60,80,4,80,4,5,100,180.0,-84,-50,-33,-33,-15,0.0,9,0
zm_slot,Italy,2025-09-17,1,20,3.0,100.0,100.0,100.0,60,3,60,60,3,60,3,3,60,180.0,50,50,50,50,50,0.0,10,0
zm_slot,Italy,2025-09-18,1,30,2.0,100.0,0.0,100.0,30,1,50,50,2,50,2,2,50,180.0,23,38,37,38,38,0.0,12,0
zm_slot,Italy,2025-09-19,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,16,16,16,16,16,0.0,6,0
zm_slot,Italy,2025-09-24,1,20,3.0,100.0,100.0,100.0,60,3,60,60,3,60,3,3,60,180.0,43,43,43,42,42,0.0,1,0
zm_slot,Italy,2025-09-26,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,15,15,15,15,15,0.0,1,0
zm_slot,Italy,2025-09-29,2,40,3.5,100.0,50.0,100.0,60,3,60,110,5,110,5,6,130,360.0,-10,-6,34,34,50,0.0,14,2
zm_slot,Italy,2025-09-30,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,14,13,13,13,13,0.0,5,2
zm_slot,Italy,2025-10-01,1,20,5.0,100.0,0.0,0.0,20,1,20,20,1,60,3,3,60,180.0,-97,-97,-97,-66,-66,0.0,1,2
zm_slot,Italy,2025-10-02,1,20,11.0,100.0,0.0,100.0,20,1,270,270,10,270,10,11,290,180.0,15,228,228,228,244,0.0,3,2
zm_slot,Italy,2025-10-07,1,20,3.0,100.0,100.0,100.0,40,2,40,60,3,60,3,3,60,180.0,36,36,54,54,54,100.0,1,2
zm_slot,Italy,2025-10-17,3,90,1.0,0.0,0.0,0.0,90,3,90,90,3,90,3,3,90,540.0,29,16,74,74,74,0.0,28,580
zm_slot,Italy,2025-10-19,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,15,15,15,15,15,0.0,6,580
zm_slot,Italy,2025-10-21,3,90,10.33,66.67,33.33,33.33,110,4,110,110,4,130,5,18,721,540.0,75,74,74,97,612,0.0,19,580
zm_slot,Italy,2025-10-22,6,180,2.2,20.0,20.0,20.0,210,7,210,210,7,210,7,7,210,1080.0,-1074,-804,-804,-787,-787,20.0,53,470
zm_slot,Italy,2025-10-23,4,110,1.5,25.0,25.0,25.0,150,6,150,150,6,150,6,6,150,720.0,130,130,131,131,131,25.0,43,470
zm_slot,Italy,2025-10-24,2,40,10.0,100.0,0.0,100.0,60,3,80,80,4,120,6,10,200,360.0,33,30,62,98,-19,0.0,1,2
zm_slot,Italy,2025-10-25,1,50,6.0,100.0,100.0,100.0,90,3,130,130,5,130,5,6,150,180.0,59,94,109,109,125,0.0,2,580
zm_slot,Italy,2025-10-26,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,16,16,16,16,16,0.0,1,470
zm_slot,Italy,2025-11-07,1,20,5.0,100.0,0.0,0.0,20,1,20,20,1,60,3,3,60,180.0,17,17,17,51,51,100.0,1,470
zm_slot,Italy,2025-11-08,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,16,16,17,17,17,100.0,1,580
zm_slot,Italy,2025-11-20,1,20,1.0,0.0,0.0,0.0,20,1,20,20,1,20,1,1,20,180.0,18,18,18,18,18,0.0,1,580
zm_slot,Italy,2025-12-08,1,20,7.0,100.0,100.0,100.0,70,2,200,200,7,200,7,7,200,180.0,16,175,175,175,175,0.0,1,580
zm_slot,Norway,2025-09-28,1,21,1.0,0.0,0.0,0.0,21,1,21,21,1,21,1,1,21,200.0,17,17,17,17,17,0.0,1,2
zm_slot,Poland,2025-09-05,1,35,1.0,0.0,0.0,0.0,35,1,35,35,1,35,1,1,35,150.0,29,29,29,29,29,0.0,3,0
zm_slot,Poland,2025-09-13,4,117,1.0,0.0,0.0,0.0,117,4,117,117,4,117,4,4,117,600.0,-46,-46,-8,-8,-8,0.0,13,720
zm_slot,Poland,2025-09-16,1,35,20.0,100.0,0.0,100.0,59,2,59,82,3,106,4,5,129,150.0,59,59,81,103,121,0.0,1,720
zm_slot,Poland,2025-09-21,2,94,83.5,100.0,100.0,100.0,844,12,844,844,12,915,15,40,1450,300.0,603,626,625,685,1155,0.0,2,0
zm_slot,Poland,2025-09-24,2,46,45.0,200.0,100.0,200.0,70,3,235,375,15,810,31,40,1029,300.0,64,7,132,406,596,0.0,1,0
zm_slot,Poland,2025-09-25,1,23,2.0,100.0,100.0,100.0,47,2,47,47,2,47,2,2,47,150.0,41,41,41,41,41,0.0,3,0
zm_slot,Poland,2025-10-01,1,27,3.0,100.0,0.0,0.0,27,1,27,27,1,27,1,2,50,150.0,-63,-63,-63,-63,-43,0.0,3,0
zm_slot,Poland,2025-10-02,1,23,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,20,20,20,20,20,0.0,1,904
zm_slot,Poland,2025-10-05,1,24,2.0,100.0,100.0,100.0,47,2,47,47,2,47,2,2,47,150.0,38,38,39,39,39,0.0,3,0
zm_slot,Poland,2025-10-08,2,71,64.0,200.0,200.0,200.0,905,14,999,999,17,999,17,22,1169,300.0,818,899,899,900,1046,0.0,3,0
zm_slot,Poland,2025-10-12,1,23,1.0,0.0,0.0,0.0,23,1,23,23,1,23,1,1,23,150.0,21,21,21,21,21,0.0,2,0
zm_slot,Poland,2025-10-14,1,23,2.0,100.0,0.0,100.0,23,1,23,47,2,47,2,2,47,150.0,19,19,42,41,41,0.0,7,0
zm_slot,Poland,2025-10-15,1,35,1.0,0.0,0.0,0.0,35,1,35,35,1,35,1,1,35,150.0,4,4,11,14,14,0.0,5,0
zm_slot,Poland,2025-10-18,1,19,3.0,100.0,0.0,100.0,43,2,43,43,2,62,3,3,62,150.0,37,37,36,53,53,0.0,2,0
zm_slot,Poland,2025-10-19,1,35,5.0,100.0,100.0,100.0,106,3,161,161,5,161,5,5,161,150.0,84,121,131,132,132,0.0,2,0
zm_slot,Poland,2025-10-20,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,20,20,20,20,21,0.0,4,0
zm_slot,Poland,2025-10-22,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,150.0,16,16,16,16,16,0.0,3,0
zm_slot,Poland,2025-10-24,1,19,3.0,100.0,0.0,100.0,19,1,19,38,2,38,2,2,38,150.0,16,16,33,33,33,0.0,1,0
zm_slot,Poland,2025-10-26,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,150.0,15,15,15,15,15,0.0,1,0
zm_slot,Poland,2025-10-31,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,20,20,20,20,20,0.0,1,0
zm_slot,Poland,2025-11-01,1,47,19.0,100.0,100.0,100.0,613,7,801,1054,13,1054,13,16,1149,150.0,-742,-498,-243,-243,-159,0.0,1,0
zm_slot,Poland,2025-11-07,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,150.0,16,16,16,16,16,0.0,2,0
zm_slot,Poland,2025-11-08,1,19,1.0,0.0,0.0,0.0,19,1,19,19,1,19,1,1,19,150.0,15,15,15,15,15,0.0,1,0
zm_slot,Poland,2025-11-09,2,59,1.0,0.0,0.0,0.0,59,2,59,59,2,59,2,2,59,300.0,44,49,49,49,49,0.0,3,0
zm_slot,Poland,2025-11-10,2,71,9.0,100.0,100.0,100.0,515,17,539,539,18,539,18,18,539,300.0,448,468,468,468,468,50.0,2,0
zm_slot,Poland,2025-11-11,1,35,1.0,0.0,0.0,0.0,35,1,35,35,1,35,1,1,35,150.0,29,29,29,29,29,0.0,5,0
zm_slot,Poland,2025-11-12,1,19,15.0,100.0,100.0,100.0,288,15,288,288,15,288,15,15,288,150.0,251,251,251,251,251,0.0,5,0
zm_slot,Poland,2025-11-13,1,35,3.0,100.0,100.0,100.0,78,3,78,78,3,78,3,3,78,150.0,58,58,58,58,58,0.0,2,0
zm_slot,Poland,2025-11-16,2,59,20.5,100.0,100.0,100.0,130,5,173,405,17,405,17,29,826,300.0,-557,-521,-975,-983,-617,0.0,2,0
zm_slot,Poland,2025-11-17,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,-61,-61,-37,-37,-37,0.0,2,0
zm_slot,Poland,2025-11-21,1,35,5.0,100.0,100.0,100.0,106,3,106,106,3,106,3,5,177,150.0,88,88,88,88,-27,0.0,2,0
zm_slot,Poland,2025-11-26,1,28,1.0,0.0,0.0,0.0,28,1,28,28,1,28,1,1,28,150.0,22,22,22,22,22,0.0,1,0
zm_slot,Poland,2025-11-28,1,19,3.0,100.0,100.0,100.0,38,2,38,38,2,38,2,3,57,150.0,32,32,32,32,48,0.0,4,0
zm_slot,Poland,2025-12-01,1,24,2.0,100.0,100.0,100.0,47,2,47,47,2,47,2,2,47,150.0,39,39,39,39,39,0.0,3,0
zm_slot,Poland,2025-12-10,1,19,2.0,100.0,100.0,100.0,38,2,38,38,2,38,2,2,38,150.0,32,32,32,32,32,0.0,1,0
zm_slot,Poland,2025-12-11,1,36,18.0,100.0,0.0,100.0,36,1,59,138,5,365,15,18,439,150.0,-248,-171,-383,-185,-122,0.0,2,0
zm_slot,Poland,2025-12-15,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,17,17,17,17,17,0.0,1,0
zm_slot,Poland,2025-12-19,1,24,3.0,100.0,0.0,100.0,24,1,24,66,3,66,3,3,66,150.0,21,21,56,56,56,0.0,1,0
zm_slot,Poland,2025-12-21,1,24,1.0,0.0,0.0,0.0,24,1,24,24,1,24,1,1,24,150.0,5,30,30,30,30,0.0,1,0
zm_slot,Poland,2025-12-23,1,45,3.0,100.0,100.0,100.0,92,3,92,92,3,92,3,3,92,150.0,77,77,77,77,77,0.0,1,0
zm_slot,Poland,2025-12-26,1,21,3.0,100.0,100.0,100.0,69,2,85,85,3,85,3,3,85,150.0,62,76,76,76,76,0.0,2,0
zm_slot,Portugal,2025-09-19,1,20,12.0,100.0,100.0,100.0,100,5,180,200,10,200,10,11,220,120.0,87,109,126,126,144,0.0,3,0
zm_slot,Switzerland,2025-09-21,1,27,4.0,100.0,100.0,100.0,80,3,80,80,3,80,3,3,80,250.0,63,63,63,63,63,0.0,1,0
zm_slot,Switzerland,2025-09-30,1,21,7.0,100.0,100.0,100.0,107,5,107,107,5,107,5,6,107,250.0,88,88,87,87,86,0.0,3,2
zm_slot,Switzerland,2025-10-01,1,21,3.0,100.0,100.0,100.0,64,3,64,64,3,64,3,3,64,250.0,56,56,56,56,56,0.0,1,2
zm_slot,Switzerland,2025-10-18,1,27,3.0,100.0,100.0,100.0,54,2,54,54,2,54,2,3,81,250.0,46,46,47,46,69,0.0,1,720
zm_slot,Switzerland,2025-10-21,1,54,1.0,0.0,0.0,0.0,54,1,54,54,1,54,1,1,54,250.0,40,40,40,40,40,0.0,13,470
SAIDteam2_S,Australia,2025-12-03,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,20.90149152,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-04,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,424.52163312,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-05,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,444.9037478599999,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-06,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,429.47562501999994,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-07,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-08,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-09,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-10,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
SAIDteam2_S,Australia,2025-12-11,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,shadowyn
